2023-03-04 00:00:00,22342.80,22342.90,22325.40,22327.20,438.742,9797560.47160,169.013,3773914.12810,2146
2023-03-04 00:01:00,22327.10,22330.10,22322.20,22327.70,497.103,11098782.19490,190.539,4254205.09680,2245
2023-03-04 00:02:00,22327.70,22335.80,22326.20,22326.60,290.640,6490577.69420,151.108,3374588.90220,1701
2023-03-04 00:03:00,22326.60,22329.00,22325.70,22328.90,210.327,4695910.80160,70.983,1584818.49950,1242
2023-03-04 00:04:00,22328.90,22333.20,22325.30,22331.40,138.158,3085091.90310,69.125,1543570.04090,1190
2023-03-04 00:05:00,22331.30,22333.00,22331.00,22331.10,73.171,1634040.71330,35.529,793414.66100,681
2023-03-04 00:06:00,22331.00,22334.70,22323.60,22330.50,310.589,6935339.18020,101.924,2275884.45600,1656
2023-03-04 00:07:00,22330.50,22334.70,22327.00,22327.00,98.529,2200275.65270,59.005,1317620.32820,833
2023-03-04 00:08:00,22327.10,22327.10,22321.40,22321.40,102.413,2286157.41410,10.581,236197.65070,757
2023-03-04 00:09:00,22321.40,22326.20,22320.90,22321.60,99.670,2224973.39820,49.970,1115439.78470,744
2023-03-04 00:10:00,22321.60,22324.30,22321.50,22324.20,96.671,2157965.01570,50.730,1132437.92400,484
2023-03-04 00:11:00,22324.30,22324.30,22324.20,22324.20,35.656,795992.06590,3.907,87221.04010,430
2023-03-04 00:12:00,22324.20,22326.00,22324.20,22325.90,90.404,2018246.51090,42.541,949720.75570,620
2023-03-04 00:13:00,22326.00,22332.90,22325.90,22332.90,127.606,2849601.49650,64.411,1438340.44130,793
2023-03-04 00:14:00,22332.90,22332.90,22325.40,22327.80,89.483,1998042.06950,42.988,959849.77630,786
2023-03-04 00:15:00,22327.80,22335.90,22327.70,22332.90,145.934,3259049.02060,106.361,2375235.01610,1194
2023-03-04 00:16:00,22332.90,22334.10,22332.90,22334.10,78.301,1748717.08020,46.024,1027858.26360,413
2023-03-04 00:17:00,22334.10,22334.10,22334.00,22334.00,40.234,898588.78600,26.300,587386.83000,341
2023-03-04 00:18:00,22334.00,22334.10,22320.50,22323.70,121.612,2715190.38140,18.197,406316.08370,927
2023-03-04 00:19:00,22323.80,22331.90,22323.70,22326.50,82.011,1831066.56200,38.227,853477.85700,714
2023-03-04 00:20:00,22326.50,22335.60,22326.50,22335.60,52.443,1171154.65630,40.668,908185.77940,605
2023-03-04 00:21:00,22335.50,22340.60,22335.50,22340.50,145.315,3246089.28090,125.089,2794277.79890,925
2023-03-04 00:22:00,22340.50,22362.30,22340.50,22360.80,410.205,9168541.22010,331.448,7407942.74480,2432
2023-03-04 00:23:00,22360.80,22364.20,22353.00,22361.90,236.789,5294607.34440,155.947,3487043.38520,1703
2023-03-04 00:24:00,22362.00,22362.00,22350.50,22355.00,113.888,2546043.71640,39.902,891975.11870,1042
2023-03-04 00:25:00,22355.00,22355.00,22352.00,22352.00,105.301,2353872.20600,49.760,1112325.07330,733
2023-03-04 00:26:00,22352.00,22352.00,22345.40,22350.00,114.266,2553466.11430,51.884,1159418.44840,879
2023-03-04 00:27:00,22349.90,22368.00,22349.90,22361.10,407.105,9103794.15730,304.641,6812346.01830,2292
2023-03-04 00:28:00,22361.10,22364.50,22360.00,22364.40,85.368,1909045.52480,54.809,1225686.17830,694
2023-03-04 00:29:00,22364.50,22368.00,22355.00,22360.30,158.549,3545577.72560,80.463,1799398.30760,1189
2023-03-04 00:30:00,22360.40,22368.00,22360.30,22368.00,140.614,3144966.73730,93.941,2101059.62860,1220
2023-03-04 00:31:00,22367.90,22368.00,22351.90,22351.90,351.506,7860036.07610,89.608,2003748.29750,1814
2023-03-04 00:32:00,22352.00,22353.80,22349.10,22349.20,93.525,2090454.01000,36.046,805681.79110,791
2023-03-04 00:33:00,22349.10,22353.60,22349.10,22351.90,100.419,2244425.80150,66.514,1486592.33280,715
2023-03-04 00:34:00,22352.00,22352.00,22333.00,22333.00,198.334,4431233.59830,18.795,419898.82950,1518
2023-03-04 00:35:00,22333.10,22344.00,22333.00,22344.00,71.909,1606326.66930,50.253,1122555.97190,731
2023-03-04 00:36:00,22344.00,22348.50,22339.60,22339.70,112.591,2516066.44770,63.588,1420995.90080,974
2023-03-04 00:37:00,22339.60,22339.70,22328.20,22330.10,119.714,2673849.26760,33.553,749432.24760,966
2023-03-04 00:38:00,22330.00,22360.40,22330.00,22358.10,189.998,4246546.20390,141.567,3164127.05100,1467
2023-03-04 00:39:00,22358.20,22365.40,22358.10,22358.20,117.937,2637146.12560,60.312,1348565.42210,1046
2023-03-04 00:40:00,22358.20,22358.70,22350.00,22358.60,76.350,1706699.67400,42.070,940425.56240,1003
2023-03-04 00:41:00,22358.70,22366.00,22354.00,22364.40,180.244,4030509.30470,129.722,2900764.95090,1122
